key,character,ability,kind,cost,uses,winRateWhenUsed,avgDamage,avgHealing,avgStatus,avgKills,avgValue,deathRateAfterUse,usedWhenBehind
"hyafrost:zero","Hyafrost","Absolute Zero","absoluteZeroConsume","2","753","56.4","9.18","0","0.01","0","9.18","0","445"
"smithen:shatter","Smithen","Shatter Shot","freezePayoff","2","702","63.7","5.65","0","0","0","5.65","0","461"
"kahro:assassinate","Kahro","Assassinate","attack","2","555","49.5","4.64","0","0","0","4.64","0","325"
"yaura:price","Yaura","Blood Price","bleedPayoff","1","902","53.9","4.51","0","0.01","0","4.51","0","431"
"eva:bite","Lady Eva","Final Bite","bleedPayoff","2","400","45.8","4.14","0.4","0","0","4.41","0","292"
"paleya:lance","Paleya","Mind Lance","hypnosisDamagePayoff","1","1285","48.3","3.89","0","0.01","0","3.9","0","676"
"shaman:rupture","Bahl","Demon Rupture","demonRupture","2","1392","51.7","3.61","0","0.02","0","3.62","0","818"
"poom:roar","Poom","Mesmer Roar","mesmerPayoff","2","266","57.5","3.41","0","0.02","0","3.43","0","125"
"bakub:toxin","Bakub","Mind Toxin","attack","1","430","65.1","3.37","0","0.01","0","3.37","0","210"
"eva:kiss","Lady Eva","Vampire Kiss","damageStatus","2","620","47.6","2.16","0","1.76","0","3.3","0","386"
"yaura:rain","Yaura","Red Rain","selfAllStatus","2","328","52.1","0","0","5.01","0","3.25","1.2","141"
"kku:break","K'ku","Glacier Break","attack","2","394","47.2","3.04","0","0.03","0","3.06","0","158"
"dravain:bash","Dravain","Shield Bash","armorStrike","1","852","55.5","3.02","0","0","0","3.02","0","395"
"kku:slam","K'ku","Frost Slam","damageStatus","1","1080","47.3","2.48","0","0.73","0","2.96","0","387"
"maoja:breath","Maoja","Caustic Breath","rowStatus","2","1159","54.4","0","0","4.18","0","2.72","0","417"
"hyafrost:field","Hyafrost","Frozen Field","rowStatus","2","868","53.5","0","0","4.16","0","2.71","0","421"
"kahro:needle","Kahro","Shadow Needle","attack","1","224","58.9","2.4","0","0","0","2.4","0","91"
"bakub:fog","Bakub","Demon Fog","rowMultiStatus","2","979","54.9","0","0","3.62","0","2.35","0","600"
"kku:roar","K'ku","Blizzard Roar","rowStatus","2","422","37.9","0","0","3.56","0","2.32","0","143"
"poom:bash","Poom","Bash","attack","1","1613","57.3","2.28","0","0.01","0","2.29","0","605"
"maoja:burst","Maoja","Rot Burst","poisonPayoff","2","358","54.5","2.22","0","0.01","0","2.22","0","145"
"smithen:iceNeedle","Smithen","Ice Needle","damageStatusOnHit","1","455","65.3","1.77","0","0.58","0","2.15","0","277"
"eva:stab","Lady Eva","Crimson Stab","bloodDash","1","768","51.4","2.1","0","0.01","0","2.1","0","453"
"shaman:mark","Bahl","Infect Mark","multiStatus","1","1110","52.3","0","0","3","0","1.95","0","610"
"dravain:claim","Dravain","Blood Claim","bleedPayoff","2","170","38.8","1.59","0.5","0.01","0","1.94","0","85"
"maoja:grip","Maoja","Corrosive Grip","attack","1","967","55.9","1.69","0","0.02","0","1.7","0","339"
"bakub:vial","Bakub","Nightmare Vial","multiStatus","1","714","56.2","0","0","2.47","0","1.6","0","417"
"paleya:mass","Paleya","Mass Suggestion","frontHypno","2","509","44.6","0","0","2.4","0","1.56","0","244"
"shaman:plague","Bahl","Plague Wave","rowStatus","2","80","52.5","0","0","2.15","0","1.4","0","36"
"poom:bodyguard","Poom","Revenge Body","attack","2","523","50.5","1.36","0","0.02","0","1.37","0","195"
"dravain:drain","Dravain","Vampiric Thrust","attack","2","441","50.1","1.29","0","0.04","0","1.31","0","213"
"shaman:proliferate","Bahl","Dark Proliferation","proliferate","2","8","50","0","0","2","0","1.3","0","3"
"kahro:mark","Kahro","Shadow Mark","multiStatus","1","1339","43.6","0","0","1.58","0","1.03","0","907"
"paleya:mesmer","Paleya","Mesmerize","status","1","458","42.8","0","0","0.94","0","0.61","0","201"
"hyafrost:frostbite","Hyafrost","Frostbite","whiteout","1","715","50.3","0","0","0.94","0","0.61","0","327"
"smithen:pin","Smithen","Frost Pin","whiteout","1","523","60","0","0","0.93","0","0.6","0","320"
"dravain:protect","Dravain","Protect Ally","protect","1","1624","40.3","0","0","0","0","0","0","819"
"bakub:future","Bakub","False Future","dodge","1","139","54","0","0","0","0","0","0","85"
"paleya:mirror","Paleya","Mirror Guard","hypnosisCancelPayoff","1","294","45.2","0","0","0","0","0","0","160"
"kku:guard","K'ku","Ice Guard","selfCounter","1","547","33.3","0","0","0","0","0","0","257"
"yaura:ward","Yaura","Blood Ward","bloodWard","1","1018","36.1","0","0","0","0","0","3.3","498"
"yaura:bolt","Yaura","Blood Infusion","empowerNextAttack","1","835","41.2","0","0","0","0","0","0","361"
"poom:guard","Poom","Mesmeric Taunt","poomMassGuardMind","1","576","49","0","0","0","0","0","0","278"
"maoja:hands","Maoja","Poison Hands","utility","1","266","56.4","0","0","0","0","0","0","93"
"hyafrost:armor","Hyafrost","Frost Armor","frostArmorRetaliate","1","422","52.6","0","0","0","0","0","0","220"
"smithen:flash","Smithen","Whiteout Step","dodge","1","212","52.8","0","0","0","0","0","0","127"
"eva:mist","Lady Eva","Mist Step","dodge","1","344","47.7","0","0","0","0","0","0","232"
"kahro:vanish","Kahro","Vanish","dodge","1","301","25.6","0","0","0","0","0","0","223"
