key,character,ability,kind,cost,uses,winRateWhenUsed,avgDamage,avgHealing,avgStatus,avgKills,avgValue,deathRateAfterUse,usedWhenBehind
"hyafrost:zero","Hyafrost","Absolute Zero","absoluteZeroConsume","2","353","51.8","8.85","0","0","0","8.85","0","209"
"smithen:shatter","Smithen","Shatter Shot","freezePayoff","2","386","63","5.49","0","0","0","5.49","0","261"
"kahro:assassinate","Kahro","Assassinate","attack","2","362","58.6","4.62","0","0","0","4.62","0","226"
"eva:bite","Lady Eva","Final Bite","bleedPayoff","2","228","55.7","3.96","0.36","0","0","4.22","0","157"
"shaman:rupture","Bahl","Demon Rupture","demonRupture","2","723","51.3","3.6","0","0.01","0","3.61","0","387"
"poom:roar","Poom","Mesmer Roar","mesmerPayoff","2","162","64.8","3.51","0","0","0","3.51","0","77"
"paleya:lance","Paleya","Mind Lance","hypnosisDamagePayoff","1","651","50.7","3.5","0","0.01","0","3.5","0","362"
"bakub:toxin","Bakub","Mind Toxin","attack","1","243","60.9","3.4","0","0","0","3.4","0","123"
"eva:kiss","Lady Eva","Vampire Kiss","damageStatus","2","405","53.6","2.06","0","1.81","0","3.24","0","244"
"yaura:price","Yaura","Blood Price","frontDamageForAllyHp","1","1230","28","3.13","0","0.01","0","3.14","3.9","579"
"kku:break","K'ku","Glacier Break","attack","2","276","53.6","3","0","0.04","0","3.03","0","129"
"dravain:bash","Dravain","Shield Bash","armorStrike","1","603","66.3","2.93","0","0.02","0","2.94","0","292"
"kku:slam","K'ku","Frost Slam","damageStatus","1","688","52.9","2.32","0","0.76","0","2.81","0","250"
"hyafrost:field","Hyafrost","Frozen Field","rowStatus","2","389","53","0","0","4.24","0","2.76","0","187"
"maoja:breath","Maoja","Caustic Breath","rowStatus","2","606","55.9","0","0","4.13","0","2.68","0","211"
"kahro:needle","Kahro","Shadow Needle","attack","1","118","68.6","2.34","0","0","0","2.34","0","56"
"bakub:fog","Bakub","Demon Fog","rowMultiStatus","2","565","46.7","0","0","3.58","0","2.33","0","335"
"kku:roar","K'ku","Blizzard Roar","rowStatus","2","309","49.2","0","0","3.31","0","2.15","0","135"
"poom:bash","Poom","Bash","attack","1","1023","61.5","2.1","0","0.02","0","2.11","0","321"
"eva:stab","Lady Eva","Crimson Stab","bloodDash","1","440","55.5","2.08","0","0.01","0","2.08","0","271"
"maoja:burst","Maoja","Rot Burst","poisonPayoff","2","183","49.7","2.07","0","0","0","2.07","0","66"
"smithen:iceNeedle","Smithen","Ice Needle","damageStatusOnHit","1","344","58.1","1.7","0","0.53","0","2.05","0","205"
"shaman:mark","Bahl","Infect Mark","multiStatus","1","575","54.6","0","0","3","0","1.95","0","295"
"dravain:claim","Dravain","Blood Claim","bleedPayoff","2","57","56.1","1.54","0.56","0","0","1.94","0","32"
"paleya:mass","Paleya","Mass Suggestion","frontHypno","2","274","50.7","0","0","2.36","0","1.53","0","142"
"maoja:grip","Maoja","Corrosive Grip","attack","1","444","54.5","1.5","0","0.02","0","1.51","0","139"
"shaman:plague","Bahl","Plague Wave","rowStatus","2","55","69.1","0","0","2.11","0","1.37","0","24"
"dravain:drain","Dravain","Vampiric Thrust","attack","2","362","61.3","1.27","0","0.01","0","1.28","0","174"
"poom:bodyguard","Poom","Revenge Body","attack","2","298","59.7","1.21","0","0","0","1.21","0","101"
"kahro:mark","Kahro","Shadow Mark","multiStatus","1","889","48.9","0","0","1.6","0","1.04","0","610"
"bakub:vial","Bakub","Nightmare Vial","multiStatus","1","368","48.9","0","0","1.43","0","0.93","0","223"
"yaura:rain","Yaura","Red Rain","status","2","69","33.3","0","0","1","0","0.65","0","28"
"hyafrost:frostbite","Hyafrost","Frostbite","whiteout","1","332","54.5","0","0","0.94","0","0.61","0","139"
"paleya:mesmer","Paleya","Mesmerize","status","1","254","47.2","0","0","0.91","0","0.59","0","133"
"smithen:pin","Smithen","Frost Pin","whiteout","1","335","60.3","0","0","0.9","0","0.59","0","199"
"kahro:vanish","Kahro","Vanish","dodge","1","183","50.3","0","0","0","0","0","0","141"
"dravain:protect","Dravain","Protect Ally","protect","1","1045","57.8","0","0","0","0","0","0","525"
"hyafrost:armor","Hyafrost","Frost Armor","frostArmorRetaliate","1","192","47.4","0","0","0","0","0","0","99"
"maoja:hands","Maoja","Poison Hands","utility","1","129","57.4","0","0","0","0","0","0","47"
"poom:guard","Poom","Mesmeric Taunt","poomMassGuardMind","1","367","50.4","0","0","0","0","0","0","186"
"kku:guard","K'ku","Ice Guard","selfCounter","1","385","36.6","0","0","0","0","0","0","202"
"yaura:bolt","Yaura","Blood Infusion","empowerNextAttack","1","306","35.9","0","0","0","0","0","0","107"
"paleya:mirror","Paleya","Mirror Guard","hypnosisCancelPayoff","1","170","42.9","0","0","0","0","0","0","104"
"yaura:ward","Yaura","Blood Ward","bloodWard","1","485","24.3","0","0","0","0","0","4.1","225"
"eva:mist","Lady Eva","Mist Step","dodge","1","210","52.4","0","0","0","0","0","0","130"
"smithen:flash","Smithen","Whiteout Step","dodge","1","127","50.4","0","0","0","0","0","0","84"
"bakub:future","Bakub","False Future","dodge","1","104","42.3","0","0","0","0","0","0","77"
