key,character,ability,kind,cost,uses,winRateWhenUsed,avgDamage,avgHealing,avgStatus,avgKills,avgValue,deathRateAfterUse,usedWhenBehind
"hyafrost:zero","Hyafrost","Absolute Zero","absoluteZeroConsume","2","318","41.2","8.77","0","0","0","8.77","0","201"
"smithen:shatter","Smithen","Shatter Shot","freezePayoff","2","489","54.6","5.76","0","0","0","5.76","0","299"
"kahro:assassinate","Kahro","Assassinate","attack","2","334","63.8","4.72","0","0","0","4.72","0","201"
"eva:bite","Lady Eva","Final Bite","bleedPayoff","2","239","51.9","4.38","0.38","0","0","4.64","0","154"
"eva:kiss","Lady Eva","Vampire Kiss","damageStatus","2","434","55.1","3.07","0","1.69","0","4.17","0","230"
"paleya:lance","Paleya","Mind Lance","hypnosisDamagePayoff","1","680","41.8","3.55","0","0","0","3.55","0","416"
"shaman:rupture","Bahl","Demon Rupture","demonRupture","2","839","56.5","3.46","0","0","0","3.46","0","475"
"yaura:price","Yaura","Blood Price","frontDamageForAllyHp","1","1066","33.2","3.27","0","0.01","0","3.27","4.5","467"
"bakub:toxin","Bakub","Mind Toxin","attack","1","236","58.1","3.22","0","0","0","3.22","0","108"
"poom:roar","Poom","Mesmer Roar","mesmerPayoff","2","136","55.1","3.21","0","0","0","3.21","0","62"
"dravain:bash","Dravain","Shield Bash","armorStrike","1","508","59.1","3.04","0","0","0","3.04","0","220"
"kahro:needle","Kahro","Shadow Needle","attack","1","158","67.7","2.92","0","0","0","2.92","0","87"
"kku:break","K'ku","Glacier Break","attack","2","230","48.7","2.89","0","0","0","2.89","0","98"
"kku:slam","K'ku","Frost Slam","damageStatus","1","680","52.8","2.33","0","0.75","0","2.82","0","244"
"maoja:breath","Maoja","Caustic Breath","rowStatus","2","582","55.7","0","0","4.11","0","2.67","0","197"
"hyafrost:field","Hyafrost","Frozen Field","rowStatus","2","370","39.5","0","0","4.09","0","2.66","0","207"
"bakub:fog","Bakub","Demon Fog","rowMultiStatus","2","568","45.1","0","0","3.6","0","2.34","0","359"
"smithen:iceNeedle","Smithen","Ice Needle","damageStatusOnHit","1","321","54.5","1.85","0","0.64","0","2.27","0","181"
"kku:roar","K'ku","Blizzard Roar","rowStatus","2","312","45.2","0","0","3.44","0","2.24","0","127"
"maoja:burst","Maoja","Rot Burst","poisonPayoff","2","170","48.8","2.19","0","0","0","2.19","0","65"
"poom:bash","Poom","Bash","attack","1","668","66.3","2.18","0","0.01","0","2.19","0","182"
"eva:stab","Lady Eva","Crimson Stab","bloodDash","1","511","54","2.11","0","0.01","0","2.11","0","249"
"poom:bodyguard","Poom","Revenge Body","attack","2","333","59.2","1.99","0","0","0","1.99","0","90"
"shaman:mark","Bahl","Infect Mark","multiStatus","1","674","57.9","0","0","3","0","1.95","0","342"
"dravain:claim","Dravain","Blood Claim","bleedPayoff","2","64","46.9","1.33","0.45","0.06","0","1.69","0","38"
"maoja:grip","Maoja","Corrosive Grip","attack","1","450","57.3","1.67","0","0.01","0","1.68","0","174"
"paleya:mass","Paleya","Mass Suggestion","frontHypno","2","196","41.3","0","0","2.39","0","1.56","0","102"
"shaman:plague","Bahl","Plague Wave","rowStatus","2","63","65.1","0","0","2.19","0","1.42","0","25"
"dravain:drain","Dravain","Vampiric Thrust","attack","2","238","53.8","1.35","0","0","0","1.36","0","110"
"shaman:proliferate","Bahl","Dark Proliferation","proliferate","2","4","50","0","0","1.75","0","1.14","0","1"
"kahro:mark","Kahro","Shadow Mark","multiStatus","1","826","55.1","0","0","1.58","0","1.03","0","562"
"bakub:vial","Bakub","Nightmare Vial","multiStatus","1","369","43.1","0","0","1.49","0","0.97","0","213"
"yaura:rain","Yaura","Red Rain","status","2","75","21.3","0","0","1","0","0.65","0","35"
"hyafrost:frostbite","Hyafrost","Frostbite","whiteout","1","366","42.6","0","0","0.93","0","0.61","0","193"
"paleya:mesmer","Paleya","Mesmerize","status","1","361","44","0","0","0.92","0","0.6","0","171"
"smithen:pin","Smithen","Frost Pin","whiteout","1","359","52.9","0","0","0.92","0","0.6","0","227"
"paleya:mirror","Paleya","Mirror Guard","hypnosisCancelPayoff","1","189","41.3","0","0","0","0","0","0","110"
"eva:mist","Lady Eva","Mist Step","dodge","1","240","51.7","0","0","0","0","0","0","153"
"bakub:future","Bakub","False Future","dodge","1","132","48.5","0","0","0","0","0","0","91"
"dravain:protect","Dravain","Protect Ally","protect","1","943","46","0","0","0","0","0","0","533"
"yaura:bolt","Yaura","Blood Infusion","empowerNextAttack","1","217","30.4","0","0","0","0","0","0","100"
"yaura:ward","Yaura","Blood Ward","bloodWard","1","335","32.2","0","0","0","0","0","7.5","147"
"poom:guard","Poom","Mesmeric Taunt","poomMassGuardMind","1","285","46","0","0","0","0","0","0","128"
"maoja:hands","Maoja","Poison Hands","utility","1","110","57.3","0","0","0","0","0","0","33"
"kku:guard","K'ku","Ice Guard","selfCounter","1","342","40.4","0","0","0","0","0","0","183"
"smithen:flash","Smithen","Whiteout Step","dodge","1","174","48.3","0","0","0","0","0","0","121"
"hyafrost:armor","Hyafrost","Frost Armor","frostArmorRetaliate","1","185","48.6","0","0","0","0","0","0","99"
"kahro:vanish","Kahro","Vanish","dodge","1","157","50.3","0","0","0","0","0","0","114"
