key,character,ability,kind,cost,uses,winRateWhenUsed,avgDamage,avgHealing,avgStatus,avgKills,avgValue,deathRateAfterUse,usedWhenBehind
"hyafrost:zero","Hyafrost","Absolute Zero","absoluteZeroConsume","2","597","50.9","9.14","0","0.01","0","9.15","0","360"
"smithen:shatter","Smithen","Shatter Shot","freezePayoff","2","814","65.5","5.58","0","0","0","5.58","0","510"
"kahro:assassinate","Kahro","Assassinate","attack","2","567","63.3","4.57","0","0","0","4.57","0","323"
"eva:bite","Lady Eva","Final Bite","bleedPayoff","2","308","57.8","4.1","0.36","0","0","4.35","0","216"
"paleya:lance","Paleya","Mind Lance","hypnosisDamagePayoff","1","1245","49.3","3.67","0","0","0","3.67","0","672"
"shaman:rupture","Bahl","Demon Rupture","demonRupture","2","1177","49.2","3.44","0","0","0","3.44","0","669"
"poom:roar","Poom","Mesmer Roar","mesmerPayoff","2","260","58.5","3.38","0","0","0","3.38","0","139"
"eva:kiss","Lady Eva","Vampire Kiss","damageStatus","2","563","56.1","2.12","0","1.76","0","3.27","0","337"
"yaura:price","Yaura","Blood Price","frontDamageForAllyHp","1","1960","20.3","3.16","0","0.01","0","3.17","4","862"
"bakub:toxin","Bakub","Mind Toxin","attack","1","384","56.8","3.16","0","0.02","0","3.17","0","184"
"dravain:bash","Dravain","Shield Bash","armorStrike","1","797","64.4","3.01","0","0.01","0","3.01","0","349"
"kku:break","K'ku","Glacier Break","attack","2","439","44.6","2.86","0","0.01","0","2.87","0","165"
"kku:slam","K'ku","Frost Slam","damageStatus","1","1116","46.8","2.3","0","0.75","0","2.79","0","422"
"maoja:breath","Maoja","Caustic Breath","rowStatus","2","910","64.3","0","0","4.21","0","2.74","0","315"
"hyafrost:field","Hyafrost","Frozen Field","rowStatus","2","703","50.2","0","0","4.16","0","2.7","0","343"
"bakub:fog","Bakub","Demon Fog","rowMultiStatus","2","930","46.8","0","0","3.61","0","2.35","0","636"
"smithen:iceNeedle","Smithen","Ice Needle","damageStatusOnHit","1","630","65.1","1.91","0","0.61","0","2.3","0","372"
"kku:roar","K'ku","Blizzard Roar","rowStatus","2","502","40","0","0","3.44","0","2.24","0","223"
"poom:bash","Poom","Bash","attack","1","1687","61.6","2.21","0","0.01","0","2.22","0","605"
"kahro:needle","Kahro","Shadow Needle","attack","1","212","76.4","2.22","0","0","0","2.22","0","87"
"dravain:claim","Dravain","Blood Claim","bleedPayoff","2","74","50","1.65","0.65","0.05","0","2.14","0","39"
"maoja:burst","Maoja","Rot Burst","poisonPayoff","2","257","65.8","2.11","0","0.01","0","2.12","0","95"
"eva:stab","Lady Eva","Crimson Stab","bloodDash","1","755","58.3","2.06","0","0.01","0","2.07","0","432"
"shaman:mark","Bahl","Infect Mark","multiStatus","1","853","53","0","0","3","0","1.95","0","464"
"maoja:grip","Maoja","Corrosive Grip","attack","1","753","65.9","1.69","0","0.01","0","1.69","0","235"
"paleya:mass","Paleya","Mass Suggestion","frontHypno","2","503","46.3","0","0","2.43","0","1.58","0","251"
"shaman:plague","Bahl","Plague Wave","rowStatus","2","63","55.6","0","0","2.19","0","1.42","0","25"
"poom:bodyguard","Poom","Revenge Body","attack","2","551","60.3","1.3","0","0.01","0","1.31","0","181"
"shaman:proliferate","Bahl","Dark Proliferation","proliferate","2","6","50","0","0","2","0","1.3","0","2"
"dravain:drain","Dravain","Vampiric Thrust","attack","2","446","64.1","1.26","0","0.02","0","1.27","0","210"
"kahro:mark","Kahro","Shadow Mark","multiStatus","1","1350","53.4","0","0","1.53","0","1","0","905"
"bakub:vial","Bakub","Nightmare Vial","multiStatus","1","640","47.7","0","0","1.48","0","0.96","0","407"
"yaura:rain","Yaura","Red Rain","status","2","123","13.8","0","0","1","0","0.65","0","52"
"smithen:pin","Smithen","Frost Pin","whiteout","1","567","69.1","0","0","0.93","0","0.6","0","334"
"hyafrost:frostbite","Hyafrost","Frostbite","whiteout","1","628","48.1","0","0","0.91","0","0.59","0","303"
"paleya:mesmer","Paleya","Mesmerize","status","1","494","46.4","0","0","0.9","0","0.58","0","237"
"yaura:bolt","Yaura","Blood Infusion","empowerNextAttack","1","470","20.6","0","0","0","0","0","0","189"
"maoja:hands","Maoja","Poison Hands","utility","1","193","53.9","0","0","0","0","0","0","63"
"yaura:ward","Yaura","Blood Ward","bloodWard","1","763","18.7","0","0","0","0","0","3.8","356"
"dravain:protect","Dravain","Protect Ally","protect","1","1384","52","0","0","0","0","0","0","728"
"poom:guard","Poom","Mesmeric Taunt","poomMassGuardMind","1","651","50.1","0","0","0","0","0","0","352"
"kku:guard","K'ku","Ice Guard","selfCounter","1","624","34.3","0","0","0","0","0","0","321"
"kahro:vanish","Kahro","Vanish","dodge","1","239","51.5","0","0","0","0","0","0","151"
"smithen:flash","Smithen","Whiteout Step","dodge","1","243","61.7","0","0","0","0","0","0","143"
"hyafrost:armor","Hyafrost","Frost Armor","frostArmorRetaliate","1","334","47.6","0","0","0","0","0","0","166"
"paleya:mirror","Paleya","Mirror Guard","hypnosisCancelPayoff","1","351","37.6","0","0","0","0","0","0","206"
"eva:mist","Lady Eva","Mist Step","dodge","1","340","50.3","0","0","0","0","0","0","239"
"bakub:future","Bakub","False Future","dodge","1","164","37.2","0","0","0","0","0","0","102"
